"","Financial.Year","Geocode","Force.Name","Region","Sex","Ethnic.Group..self.defined.","Age.group","Reason.for.arrest..offence.group.","Arrests"
"1081","2017/18","E23000034","London, City of","London","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1082","2017/18","E23000034","London, City of","London","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," - "
"1083","2017/18","E23000034","London, City of","London","Female","White","21 years and over","2015/16 onwards - Sexual offences"," - "
"1084","2017/18","E23000034","London, City of","London","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1085","2017/18","E23000034","London, City of","London","Female","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1086","2017/18","E23000034","London, City of","London","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1087","2017/18","E23000034","London, City of","London","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," 2 "
"1088","2017/18","E23000034","London, City of","London","Male","White","21 years and over","2015/16 onwards - Sexual offences"," 13 "
"1089","2017/18","E23000034","London, City of","London","Male","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1090","2017/18","E23000034","London, City of","London","Male","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1091","2017/18","E23000004","Merseyside","North West","Female","White","10 - 17 years","2015/16 onwards - Sexual offences"," - "
"1092","2017/18","E23000004","Merseyside","North West","Female","White","18 - 20 years","2015/16 onwards - Sexual offences"," 4 "
"1093","2017/18","E23000004","Merseyside","North West","Female","White","21 years and over","2015/16 onwards - Sexual offences"," 10 "
"1094","2017/18","E23000004","Merseyside","North West","Female","White","Under 10 years","2015/16 onwards - Sexual offences"," - "
"1095","2017/18","E23000004","Merseyside","North West","Female","White","Unknown","2015/16 onwards - Sexual offences"," - "
"1096","2017/18","E23000004","Merseyside","North West","Male","White","10 - 17 years","2015/16 onwards - Sexual offences"," 38 "
"1097","2017/18","E23000004","Merseyside","North West","Male","White","18 - 20 years","2015/16 onwards - Sexual offences"," 42 "
"1098","2017/18","E23000004","Merseyside","North West","Male","White","21 years and over","2015/16 onwards - Sexual offences"," 419 "
